0.06437225	0.016068209	0.09232357	-0.054261163	0.011226192	0.010630457	0.07619732	-0.067130946	-0.0061789285	-0.03145245	-0.0072796415	0.01915343	-0.050974295	-0.0876876	-0.069380604	0.01489833
0.057864673	0.012338328	0.08182693	0.0010587976	0.060113832	-0.00026141337	0.02341484	-0.060086362	-0.013644432	0.014503925	-0.022778401	0.0059860237	-0.030890675	-0.046118427	0.0043349727	-0.03460573
0.09455316	0.044392448	0.0393386	-0.025292756	0.012682343	0.026234347	-0.0051346407	-0.020442419	0.037373196	-0.006679613	-0.036811654	-0.008881719	-0.017615125	-0.09031952	-0.03545981	-0.025716744
0.049264528	-0.0037679072	0.08426555	-0.0147446245	0.020003568	-0.010289248	0.04192324	-0.040027477	0.00517798	0.008916641	-0.07935826	-0.009955066	-0.034417182	-0.08331031	0.006696768	-0.021006873
0.038759448	0.02532127	0.036049914	-0.037048083	0.008282298	0.031132983	0.026572347	-0.03198047	-0.0049950234	-0.030192392	-0.05593616	0.018148469	-0.033201426	-0.056890864	0.008252829	-0.014242463
0.06474395	-0.013880271	0.05899552	-0.050114613	0.01891903	0.04593867	0.02875361	-0.027255714	-0.017627152	0.017964017	-0.003959733	0.05381458	0.0067549744	-0.09247448	-0.044024393	0.011680319
0.0813878	-0.03224814	0.041353565	-0.03141274	-0.033417936	0.026886228	0.007601562	-0.0038749075	-0.020201944	-0.048232894	-0.07947505	-0.0073890868	-0.055886935	-0.11450274	-0.06989649	-0.09653022
0.021090923	0.0073687914	-0.0037219021	-0.002161608	0.030443473	0.027288448	-0.006640483	-0.01514292	-0.018478394	-0.0022471102	-0.049913518	0.028870586	-0.03344115	-0.08878734	-0.052232727	0.05480552
0.036339145	-0.056172468	0.05622046	0.016867468	-0.008768963	0.022094285	0.026985232	0.032287113	-0.024315644	-0.024694327	-0.037726775	0.0067836884	-0.019538252	-0.008282526	-0.019361341	-0.011598568
0.06630055	-0.0012720695	0.08796903	-0.0015295437	-0.04073807	0.030313663	-0.0044923127	0.027083082	0.020866249	-0.0080819335	0.014085618	-0.021949796	0.027821437	-0.03646058	-0.022865115	-0.018548027
